player,season,POSS,adj_usg_rank,Big Freq%,Wing Freq%,Forward Freq%,Guard Freq%,score,versatility_score_rank,height,weight,adj_usg_rank_guard,adj_usg_rank_wing,adj_usg_rank_forward,adj_usg_rank_big
Andrew Wiggins,2019-20,2608.7,0.8279773156899811,0.08858818568635717,0.4126193123011462,0.30689615517307467,0.19189634683942192,1.258881548441949,0.7126654064272212,77.82205696323838,213.69348717752132,0.6121673003802282,0.8273244781783681,0.8979206049149339,0.6889312977099237
Anfernee Simons,2019-20,2002.9,0.46313799621928164,0.053871885765639824,0.38599031404463535,0.13086025263368117,0.4292775475560438,1.153548574278769,0.18714555765595464,76.22766987867593,202.4168455739178,0.26425855513307983,0.6072106261859582,0.33648393194706994,0.2595419847328244
Ante Zizic,2019-20,306.5,0.15879017013232513,0.5021207177814031,0.1070146818923328,0.3112561174551387,0.07960848287112562,1.149412937812317,0.17958412098298676,80.99249592169657,241.17030995106035,0.37072243346007605,0.16888045540796964,0.11720226843100189,0.21374045801526717
Anthony Davis,2019-20,2930.3,0.7485822306238186,0.3218783059754973,0.17097225540047092,0.40531686175476905,0.10183257686926254,1.2651208505880769,0.7334593572778828,79.9184042589496,229.30211923693818,0.844106463878327,0.6698292220113852,0.7315689981096408,0.7938931297709924
Anthony Tolliver,2019-20,1218.8,0.4706994328922495,0.29898260584181163,0.19839186084673452,0.4195930423367246,0.08303249097472924,1.2525159968019053,0.667296786389414,79.79405973088284,228.12979980308498,0.27756653992395436,0.34345351043643263,0.3534971644612476,0.9255725190839694
Antonius Cleveland,2019-20,62.4,0.14177693761814744,0.10737179487179484,0.33333333333333337,0.20833333333333334,0.3509615384615384,1.2996791324580261,0.9130434782608695,77.04967948717947,208.66346153846155,0.055133079847908745,0.8406072106261859,0.11531190926275993,0.05916030534351145
Anzejs Pasecniks,2019-20,611.6,0.391304347826087,0.4224983649444081,0.12835186396337478,0.3618378024852846,0.08731196860693266,1.207835214704094,0.3799621928166352,80.59009156311316,237.16890124264228,0.31749049429657794,0.4459203036053131,0.31758034026465026,0.5534351145038168
Aron Baynes,2019-20,1251.2,0.7334593572778828,0.5272538363171356,0.09782608695652174,0.27525575447570333,0.0996643222506394,1.1493998182976828,0.1776937618147448,80.84758631713557,238.9998401534527,0.9144486692015209,0.7685009487666035,0.6918714555765595,0.7175572519083969
Austin Rivers,2019-20,2294.6,0.722117202268431,0.0769633051512246,0.3346116970278044,0.1955460646735815,0.3928789331473895,1.2494664146887762,0.6332703213610587,76.6824283099451,205.68800662424826,0.6939163498098859,0.5616698292220114,0.5897920604914934,0.34923664122137404
Avery Bradley,2019-20,1626.5,0.9810964083175804,0.06904395942207193,0.29707961881340306,0.1932984936981248,0.44057792806640034,1.2235548353853145,0.46880907372400754,76.55026129726406,206.68927144174606,0.8650190114068441,0.967741935483871,0.9867674858223062,0.8625954198473282
B.J. Johnson,2019-20,121.1,0.05860113421550094,0.06771263418662263,0.4310487200660611,0.33856317093311317,0.16267547481420314,1.2067547817677067,0.3610586011342155,78.00082576383154,211.17258464079273,0.0817490494296578,0.06641366223908918,0.13043478260869565,0.06297709923664122
Bam Adebayo,2019-20,3249.0,0.8506616257088847,0.382825484764543,0.1523237919359803,0.36645121575869494,0.09839950754078178,1.2498523011508698,0.6427221172022685,80.27777777777777,233.4858725761773,0.9505703422053232,0.8425047438330171,0.6786389413988658,0.9446564885496184
