player_url,player,team,age,height,weight
202703,Nikola Mirotic,MIL,28,82,250
202696,Nikola Vucevic,ORL,28,84,260
203943,Noah Vonleh,NYK,23,81,250
1626181,Norman Powell,TOR,26,76,215
1628384,OG Anunoby,TOR,21,80,232
1627855,Okaro White,WAS,26,80,205
1629016,Omari Spellman,ATL,21,81,245
201956,Omri Casspi,MEM,31,81,225
203490,Otto Porter Jr.,CHI,26,80,198
200782,P.J. Tucker,HOU,34,78,245
1628408,PJ Dozier,BOS,22,78,205
1627783,Pascal Siakam,TOR,25,81,230
1626192,Pat Connaughton,MIL,26,76,209
201976,Patrick Beverley,LAC,30,73,185
1627775,Patrick McCaw,TOR,23,79,185
202335,Patrick Patterson,OKC,30,81,230
201988,Patty Mills,SAS,30,72,180
2200,Pau Gasol,MIL,38,84,250
202331,Paul George,OKC,29,81,220
200794,Paul Millsap,DEN,34,80,246
203112,Quincy Acy,PHX,28,79,240
202347,Quincy Pondexter,SAS,31,79,230
1626188,Quinn Cook,GSW,26,74,179
1626154,RJ Hunter,BOS,25,77,185
200765,Rajon Rondo,LAL,33,73,186
203526,Raul Neto,UTA,27,73,179
1628959,Rawle Alkins,CHI,21,77,225
1629034,Ray Spalding,PHX,22,82,215
101109,Raymond Felton,OKC,35,73,205
203493,Reggie Bullock,LAL,28,79,205
202704,Reggie Jackson,DET,29,75,208
1626158,Richaun Holmes,PHX,25,82,235
201937,Ricky Rubio,UTA,28,76,190
203496,Robert Covington,MIN,28,81,225
1629057,Robert Williams III,BOS,21,82,240
201577,Robin Lopez,CHI,31,84,275
1629066,Rodions Kurucs,BKN,21,81,210
203918,Rodney Hood,POR,26,80,206
203585,Rodney McGruder,LAC,27,76,200
1627758,Ron Baker,WAS,26,76,220
1626178,Rondae Hollis-Jefferson,BKN,24,79,217
1626220,Royce O'Neale,UTA,26,78,226
200752,Rudy Gay,SAS,32,80,230
203497,Rudy Gobert,UTA,27,85,245
201566,Russell Westbrook,OKC,30,75,200
201583,Ryan Anderson,MIA,31,82,240
1627853,Ryan Arcidiacono,CHI,25,75,200
1629151,Ryan Broekhoff,DAL,28,79,215
1626257,Salah Mejri,DAL,33,86,235
1626155,Sam Dekker,WAS,25,81,230
203159,Scott Machado,LAL,29,73,205
1628400,Semi Ojeleye,BOS,24,79,241
201586,Serge Ibaka,TOR,29,82,235
203552,Seth Curry,POR,28,74,185
203894,Shabazz Napier,BKN,27,73,180
1628983,Shai Gilgeous-Alexander,LAC,20,78,181
1629003,Shake Milton,PHI,22,78,207
1627885,Shaquille Harrison,CHI,25,76,190
2733,Shaun Livingston,GSW,33,79,192
202714,Shelvin Mack,CHA,29,75,203
1628414,Sindarius Thornwell,LAC,24,77,215
1627746,Skal Labissiere,POR,23,83,235
203524,Solomon Hill,NOP,28,79,225
203915,Spencer Dinwiddie,BKN,26,78,210
1626169,Stanley Johnson,NOP,23,79,245
201939,Stephen Curry,GSW,31,75,190
1628425,Sterling Brown,MIL,24,78,232
203500,Steven Adams,OKC,25,84,265
1629004,Svi Mykhailiuk,DET,22,80,205
1628388,T.J. Leaf,IND,22,82,225
204456,T.J. McConnell,PHI,27,74,190
203933,T.J. Warren,PHX,25,80,215
1628769,Tahjere McCall,BKN,24,77,190
201959,Taj Gibson,MIN,34,81,232
1627752,Taurean Prince,ATL,25,80,220
1628390,Terrance Ferguson,OKC,21,79,190
203093,Terrence Jones,HOU,27,81,252
203082,Terrence Ross,ORL,28,79,206
1626179,Terry Rozier,BOS,25,73,190
200757,Thabo Sefolosha,UTA,35,79,220
201152,Thaddeus Young,IND,31,80,221
1629033,Theo Pinson,BKN,23,78,218
1628418,Thomas Bryant,WAS,21,83,248
1629118,Thomas Welsh,DEN,23,84,255
1627748,Thon Maker,DET,22,85,221
204025,Tim Frazier,MIL,28,73,170
203501,Tim Hardaway Jr.,DAL,27,78,205
1627789,Timothe Luwawu-Cabarrot,CHI,24,78,210
202699,Tobias Harris,PHI,26,81,235
203107,Tomas Satoransky,WAS,27,79,210
1628396,Tony Bradley,UTA,21,82,248
2225,Tony Parker,CHA,37,74,185
203503,Tony Snell,MIL,27,79,213
1628470,Torrey Craig,DEN,28,79,215
1629027,Trae Young,ATL,20,74,180
1626203,Treveon Graham,BKN,25,77,225
1628979,Trevon Duval,HOU,20,74,189
2772,Trevor Ariza,WAS,33,80,215
203504,Trey Burke,DAL,26,73,175
1626168,Trey Lyles,DEN,23,82,234
202684,Tristan Thompson,CLE,28,82,238
1628972,Troy Brown Jr.,WAS,19,79,215
1628505,Troy Caupain,ORL,23,76,210
203584,Troy Daniels,PHX,27,76,205
1627786,Troy Williams,SAC,24,79,218
1628463,Tyler Cavanaugh,UTA,25,81,238
1629093,Tyler Davis,OKC,22,82,266
1628416,Tyler Dorsey,MEM,23,77,183
204020,Tyler Johnson,PHX,27,76,190
1628399,Tyler Lydon,DEN,23,82,225
1627755,Tyler Ulis,CHI,23,70,160
203092,Tyler Zeller,MEM,29,84,253
201936,Tyreke Evans,IND,29,78,220
1627820,Tyrone Wallace,LAC,25,77,198
2199,Tyson Chandler,LAL,36,85,240
1626145,Tyus Jones,MIN,23,74,196
2617,Udonis Haslem,MIA,39,80,235
203506,Victor Oladipo,IND,27,76,210
1713,Vince Carter,ATL,42,78,220
1629053,Vincent Edwards,HOU,23,80,225
1627735,Wade Baldwin IV,POR,23,76,200
1627215,Walt Lemon Jr.,CHI,26,75,180
201961,Wayne Ellington,DET,31,77,200
1627782,Wayne Selden,CHI,24,77,230
1628976,Wendell Carter Jr.,CHI,20,82,255
1628411,Wes Iwundu,ORL,24,79,195
202325,Wesley Johnson,WAS,31,79,215
202083,Wesley Matthews,IND,32,77,220
203115,Will Barton,DEN,28,78,190
1626161,Willie Cauley-Stein,SAC,25,84,240
1626195,Willy Hernangomez,CHA,25,83,240
201163,Wilson Chandler,LAC,32,81,225
1628999,Yante Maten,MIA,22,80,240
1627812,Yogi Ferrell,SAC,26,72,180
1629139,Yuta Watanabe,MEM,24,81,205
1628380,Zach Collins,POR,21,84,235
203897,Zach LaVine,CHI,24,77,200
1629155,Zach Lofton,DET,26,76,180
2585,Zaza Pachulia,DET,35,83,270
1629015,Zhaire Smith,PHI,20,76,199
1627753,Zhou Qi,HOU,23,85,210
